team,player,nation,pos,age,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls2,ast2,ga,gpk,gapk,xg,npxg,xa,xg2,xa2,xgxa,npxg2,npxgxa
Southampton,Pierre Højbjerg,DEN,MF,23,20,19,1727,0,1,0,0,4,0,0,0.05,0.05,0,0.05,1.6,1.6,1.5,0.08,0.08,0.16,0.08,0.16
Southampton,Nathan Redmond,ENG,MF,25,19,19,1612,2,0,0,0,1,0,0.11,0,0.11,0.11,0.11,3.6,3.6,1.9,0.2,0.11,0.31,0.2,0.31
Southampton,Danny Ings,ENG,FW,27,21,17,1447,13,1,0,0,1,0,0.81,0.06,0.87,0.81,0.87,8.7,8.7,1.2,0.54,0.07,0.62,0.54,0.62
Southampton,Ryan Bertrand,ENG,"DF,MF",29,16,15,1303,1,1,0,0,3,1,0.07,0.07,0.14,0.07,0.14,1.6,1.6,1.5,0.11,0.11,0.22,0.11,0.22
Southampton,Cédric Soares,POR,DF,27,13,13,1108,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,1.1,0.05,0.09,0.13,0.05,0.13
Southampton,Oriol Romeu,ESP,MF,27,17,12,1127,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.02,0.02,0.03,0.02,0.03
Southampton,Jack Stephens,ENG,DF,25,13,12,1108,1,2,0,0,0,0,0.08,0.16,0.24,0.08,0.24,0.2,0.2,0.8,0.02,0.06,0.08,0.02,0.08
Southampton,Alex McCarthy,ENG,GK,29,11,11,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Jannik Vestergaard,DEN,DF,26,11,11,934,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,0.5,0.5,0.1,0.05,0.01,0.05,0.05,0.05
Southampton,Angus Gunn,ENG,GK,23,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Che Adams,ENG,FW,23,15,8,634,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.3,0.21,0.04,0.25,0.21,0.25
Southampton,Moussa Djenepo,MLI,MF,21,12,7,644,2,1,0,0,4,0,0.28,0.14,0.42,0.28,0.42,1.8,1.8,0.8,0.25,0.11,0.36,0.25,0.36
Southampton,Yan Valery,FRA,DF,20,8,7,558,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.7,0.04,0.12,0.16,0.04,0.16
Southampton,Stuart Armstrong,SCO,MF,27,15,6,631,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,0.6,0.1,0.08,0.18,0.1,0.18
Southampton,Maya Yoshida,JPN,DF,30,8,6,558,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.09,0,0.09,0.09,0.09
Southampton,Sofiane Boufal,MAR,MF,25,14,5,561,0,2,0,0,2,0,0,0.32,0.32,0,0.32,0.8,0.8,2.2,0.13,0.35,0.48,0.13,0.48
Southampton,Shane Long,IRL,FW,32,11,5,526,0,1,0,0,0,0,0,0.17,0.17,0,0.17,2.8,2.8,0.4,0.48,0.07,0.55,0.48,0.55
Southampton,Kevin Danso,AUT,MF,20,6,3,275,0,1,0,0,2,1,0,0.33,0.33,0,0.33,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09
Southampton,Michael Obafemi,IRL,FW,19,9,3,272,1,0,0,0,0,0,0.33,0,0.33,0.33,0.33,0.2,0.2,0.2,0.06,0.06,0.13,0.06,0.13
Southampton,Fraser Forster,ENG,GK,31,0,0,,,,,,,,,,,,,,,,,,,,
Southampton,Harry Lewis,ENG,GK,21,0,0,,,,,,,,,,,,,,,,,,,,
Southampton,Dan Nlundulu,ENG,FW,20,0,0,,,,,,,,,,,,,,,,,,,,
Southampton,William Smallbone,IRL,MF,19,0,0,,,,,,,,,,,,,,,,,,,,
Tottenham Hotspur,Toby Alderweireld,BEL,DF,30,20,20,1800,0,2,0,0,3,0,0,0.1,0.1,0,0.1,0.4,0.4,0.8,0.02,0.04,0.06,0.02,0.06
Tottenham Hotspur,Harry Kane,ENG,FW,26,20,20,1780,11,2,2,2,2,0,0.56,0.1,0.66,0.46,0.56,6.9,5.4,1.8,0.35,0.09,0.44,0.27,0.36
Tottenham Hotspur,Moussa Sissoko,FRA,MF,29,20,19,1690,2,1,0,0,6,0,0.11,0.05,0.16,0.11,0.16,2,2,1,0.11,0.05,0.16,0.11,0.16
Tottenham Hotspur,Serge Aurier,CIV,DF,26,16,16,1358,0,3,0,0,3,1,0,0.2,0.2,0,0.2,0.3,0.3,0.9,0.02,0.06,0.08,0.02,0.08
Tottenham Hotspur,Davinson Sánchez,COL,DF,23,16,15,1350,0,0,0,0,4,0,0,0,0,0,0,0.6,0.6,0,0.04,0,0.04,0.04,0.04
Tottenham Hotspur,Son Heung-min,KOR,"FW,MF",27,16,15,1298,5,7,0,0,0,2,0.35,0.49,0.83,0.35,0.83,3.7,3.7,4.3,0.25,0.3,0.55,0.25,0.55
Tottenham Hotspur,Paulo Gazzaniga,ARG,GK,27,15,14,1342,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.03,0.03,0,0.03
Tottenham Hotspur,Jan Vertonghen,BEL,DF,32,14,14,1199,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,0.4,0.4,0.9,0.03,0.07,0.1,0.03,0.1
Tottenham Hotspur,Dele Alli,ENG,MF,23,14,13,1166,6,3,0,0,2,0,0.46,0.23,0.69,0.46,0.69,3.4,3.4,1.6,0.26,0.12,0.39,0.26,0.39
Tottenham Hotspur,Harry Winks,ENG,MF,23,16,12,998,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.4,0.02,0.04,0.06,0.02,0.06
Tottenham Hotspur,Lucas Moura,BRA,"FW,MF",26,19,11,1014,4,1,0,0,2,0,0.36,0.09,0.44,0.36,0.44,4,4,0.5,0.35,0.05,0.4,0.35,0.4
Tottenham Hotspur,Tanguy Ndombele,FRA,MF,22,15,10,802,2,1,0,0,2,0,0.22,0.11,0.34,0.22,0.34,0.4,0.4,1.1,0.04,0.12,0.16,0.04,0.16
Tottenham Hotspur,Christian Eriksen,DEN,"DF,MF",27,17,9,978,2,2,0,0,5,0,0.18,0.18,0.37,0.18,0.37,1.8,1.8,1.6,0.16,0.15,0.31,0.16,0.31
Tottenham Hotspur,Danny Rose,ENG,"DF,MF",29,11,9,825,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.8,0.01,0.09,0.1,0.01,0.1
Tottenham Hotspur,Érik Lamela,ARG,"FW,MF",27,11,7,638,2,1,0,0,2,0,0.28,0.14,0.42,0.28,0.42,1,1,1.5,0.14,0.21,0.35,0.14,0.35
Tottenham Hotspur,Eric Dier,ENG,"DF,MF",25,9,7,611,0,1,0,0,4,0,0,0.15,0.15,0,0.15,0.9,0.9,0.1,0.14,0.01,0.15,0.14,0.15
Tottenham Hotspur,Hugo Lloris,FRA,GK,32,7,7,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham Hotspur,Ben Davies,WAL,DF,26,6,4,361,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.03,0.01,0.03
Tottenham Hotspur,Ryan Sessegnon,ENG,DF,19,5,3,251,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06
Tottenham Hotspur,Kyle Walker-Peters,ENG,DF,22,3,3,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.03,0.04,0.01,0.04
Tottenham Hotspur,Giovani Lo Celso,ARG,MF,23,11,2,333,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.2,0.08,0.07,0.15,0.08,0.15
Tottenham Hotspur,Juan Foyth,ARG,DF,21,4,1,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Tottenham Hotspur,Victor Wanyama,KEN,MF,28,2,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham Hotspur,Oliver Skipp,ENG,MF,18,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham Hotspur,Troy Parrott,IRL,FW,17,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham Hotspur,Georges-Kévin N'Koudou,FRA,MF,24,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.89,0.89,0.89
Tottenham Hotspur,Brandon Austin,ENG,GK,20,0,0,,,,,,,,,,,,,,,,,,,,
Tottenham Hotspur,Japhet Tanganga,ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,
Tottenham Hotspur,Michel Vorm,NED,GK,35,0,0,,,,,,,,,,,,,,,,,,,,
Tottenham Hotspur,Alfie Whiteman,ENG,GK,20,0,0,,,,,,,,,,,,,,,,,,,,
Watford,Ben Foster,ENG,GK,36,21,21,1890,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0
Watford,Abdoulaye Doucouré,FRA,MF,26,20,20,1745,2,0,0,0,5,0,0.1,0,0.1,0.1,0.1,2.8,2.8,1.4,0.14,0.07,0.22,0.14,0.22
Watford,Craig Cathcart,NIR,DF,30,19,19,1635,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.01,0,0.01
Watford,Gerard Deulofeu,ESP,"FW,MF",25,21,18,1542,4,3,1,1,3,0,0.23,0.18,0.41,0.18,0.35,3.9,3.1,3.7,0.23,0.22,0.44,0.18,0.4
Watford,Étienne Capoue,FRA,MF,31,16,16,1420,0,1,0,0,5,0,0,0.06,0.06,0,0.06,0.6,0.6,1.1,0.04,0.07,0.11,0.04,0.11
Watford,Kiko Femenía,ESP,"FW,MF",28,17,15,1346,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,1.2,0.01,0.08,0.08,0.01,0.08
Watford,Will Hughes,ENG,MF,24,17,14,1162,1,1,0,0,3,0,0.08,0.08,0.15,0.08,0.15,2.1,2.1,0.6,0.16,0.05,0.21,0.16,0.21
Watford,Craig Dawson,ENG,DF,29,16,13,1189,0,0,0,0,4,0,0,0,0,0,0,0.8,0.8,0,0.06,0,0.06,0.06,0.06
Watford,Christian Kabasele,BEL,DF,28,13,13,1124,0,1,0,0,3,2,0,0.08,0.08,0,0.08,0.4,0.4,0.3,0.03,0.03,0.06,0.03,0.06
Watford,José Holebas,GRE,"DF,MF",35,12,11,1006,0,0,0,0,5,0,0,0,0,0,0,0.4,0.4,0.7,0.04,0.07,0.1,0.04,0.1
Watford,Ismaila Sarr,SEN,MF,21,14,9,862,3,1,0,0,1,0,0.31,0.1,0.42,0.31,0.42,3,3,0.7,0.31,0.08,0.39,0.31,0.39
Watford,Troy Deeney,ENG,FW,31,10,9,816,3,0,2,2,2,0,0.33,0,0.33,0.11,0.11,3.5,2,1.1,0.39,0.12,0.51,0.22,0.34
Watford,Roberto Pereyra,ARG,MF,28,15,8,874,1,0,1,1,3,0,0.1,0,0.1,0,0,1.8,1,1.4,0.18,0.14,0.32,0.1,0.24
Watford,Adrian Mariappa,JAM,DF,32,10,8,776,0,0,0,0,3,1,0,0,0,0,0,0.3,0.3,0.2,0.04,0.02,0.06,0.04,0.06
Watford,Tom Cleverley,ENG,MF,29,9,8,647,1,0,0,0,0,0,0.14,0,0.14,0.14,0.14,1.5,1.5,0.4,0.2,0.06,0.26,0.2,0.26
Watford,Andre Gray,ENG,FW,28,17,7,701,2,0,0,0,1,0,0.26,0,0.26,0.26,0.26,2.5,2.5,1.7,0.32,0.21,0.54,0.32,0.54
Watford,Daryl Janmaat,NED,DF,30,8,7,608,0,1,0,0,1,0,0,0.15,0.15,0,0.15,0.3,0.3,0.4,0.05,0.06,0.1,0.05,0.1
Watford,Adam Masina,ITA,DF,25,9,5,502,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.03,0.01,0.03
Watford,Nathaniel Chalobah,ENG,"DF,MF",24,10,5,476,0,1,0,0,1,0,0,0.19,0.19,0,0.19,0.3,0.3,0.5,0.05,0.09,0.14,0.05,0.14
Watford,Danny Welbeck,ENG,"FW,MF",28,5,3,210,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.27,0.02,0.29,0.27,0.29
Watford,Dimitri Foulquier,FRA,DF,26,3,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Watford,Sebastian Prödl,AUT,"DF,MF",32,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.11,0,0.11,0.11,0.11
Watford,Isaac Success,NGA,FW,23,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.14,0.23,0.36,0.14,0.36
Watford,Domingos Quina,POR,MF,19,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2
Watford,Tom Dele-Bashiru,NGA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,
Watford,Heurelho Gomes,BRA,GK,38,0,0,,,,,,,,,,,,,,,,,,,,
Watford,Ken Sema,SWE,MF,25,0,0,,,,,,,,,,,,,,,,,,,,
West Ham United,Declan Rice,ENG,DF,20,20,20,1800,0,1,0,0,4,0,0,0.05,0.05,0,0.05,0.5,0.5,0.3,0.02,0.02,0.04,0.02,0.04
West Ham United,Ryan Fredericks,ENG,DF,26,18,17,1538,0,2,0,0,5,0,0,0.12,0.12,0,0.12,0,0,1.2,0,0.07,0.07,0,0.07
West Ham United,Sébastien Haller,FRA,FW,25,19,17,1493,6,1,0,0,1,0,0.36,0.06,0.42,0.36,0.42,5,5,0.9,0.32,0.06,0.38,0.32,0.38
West Ham United,Mark Noble,ENG,MF,32,17,17,1346,3,1,2,2,2,0,0.2,0.07,0.27,0.07,0.13,1.2,0.4,0.5,0.09,0.04,0.12,0.03,0.07
West Ham United,Felipe Anderson,BRA,"FW,MF",26,18,17,1257,1,4,0,0,1,0,0.07,0.29,0.36,0.07,0.36,1.6,1.6,2.8,0.12,0.21,0.33,0.12,0.33
West Ham United,Angelo Ogbonna,ITA,DF,31,15,15,1350,2,0,0,0,2,0,0.13,0,0.13,0.13,0.13,0.7,0.7,0,0.05,0,0.05,0.05,0.05
West Ham United,Issa Diop,FRA,DF,22,15,14,1236,0,0,0,0,6,0,0,0,0,0,0,0.6,0.6,0.3,0.04,0.02,0.06,0.04,0.06
West Ham United,Aaron Cresswell,ENG,DF,29,14,14,1215,3,0,0,0,6,0,0.22,0,0.22,0.22,0.22,0.8,0.8,0.4,0.06,0.03,0.09,0.06,0.09
West Ham United,Pablo Fornals,ESP,MF,23,19,12,1107,1,3,0,0,1,0,0.08,0.24,0.33,0.08,0.33,1.4,1.4,1.4,0.12,0.13,0.25,0.12,0.25
West Ham United,Robert Snodgrass,SCO,"FW,MF",31,15,11,1004,3,2,0,0,4,0,0.27,0.18,0.45,0.27,0.45,2,2,1.7,0.2,0.16,0.36,0.2,0.36
West Ham United,Fabián Balbuena,PAR,DF,27,12,11,990,1,0,0,0,2,0,0.09,0,0.09,0.09,0.09,1.7,1.7,0,0.17,0,0.17,0.17,0.17
West Ham United,Andriy Yarmolenko,UKR,"FW,MF",29,15,9,828,3,1,0,0,2,0,0.33,0.11,0.43,0.33,0.43,1.5,1.5,2.5,0.16,0.27,0.43,0.16,0.43
West Ham United,Łukasz Fabiański,POL,GK,34,9,9,754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United,Manuel Lanzini,ARG,MF,26,14,8,856,0,2,0,0,0,0,0,0.21,0.21,0,0.21,1.3,1.3,1.7,0.14,0.19,0.33,0.14,0.33
West Ham United,Roberto,ESP,GK,33,8,7,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United,Arthur Masuaku,COD,DF,25,9,6,569,0,1,0,0,4,1,0,0.16,0.16,0,0.16,0.1,0.1,0.9,0.01,0.15,0.16,0.01,0.16
West Ham United,Michail Antonio,ENG,"FW,MF",29,9,5,551,1,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,2.3,2.3,1,0.38,0.16,0.54,0.38,0.54
West Ham United,David Martin,ENG,GK,33,4,4,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United,Pablo Zabaleta,ARG,DF,34,6,3,289,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0.05,0.05,0,0.05
West Ham United,Jack Wilshere,ENG,MF,27,6,2,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United,Carlos Sánchez,COL,MF,33,6,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United,Javier Hernández,MEX,FW,31,2,1,107,1,0,0,0,0,0,0.84,0,0.84,0.84,0.84,0.7,0.7,0,0.62,0,0.62,0.62,0.62
West Ham United,Albian Ajeti,SUI,FW,22,7,0,121,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.04,0.08,0.04,0.08
West Ham United,Nathan Holland,ENG,FW,21,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11
West Ham United,Joseph Anang,GHA,GK,19,0,0,,,,,,,,,,,,,,,,,,,,
West Ham United,Winston Reid,NZL,DF,31,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Conor Coady,ENG,"DF,MF",26,21,21,1890,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0.02,0.02,0,0.02
Wolverhampton Wanderers,Rui Patrício,POR,GK,31,21,21,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverhampton Wanderers,João Moutinho,POR,MF,32,21,20,1800,1,6,0,0,4,0,0.05,0.3,0.35,0.05,0.35,0.7,0.7,3.9,0.03,0.19,0.23,0.03,0.23
Wolverhampton Wanderers,Raúl Jiménez,MEX,FW,28,21,20,1763,8,6,2,2,2,0,0.41,0.31,0.71,0.31,0.61,8,6.5,4.5,0.41,0.23,0.64,0.33,0.56
Wolverhampton Wanderers,Leander Dendoncker,BEL,MF,24,21,20,1729,1,0,0,0,2,0,0.05,0,0.05,0.05,0.05,1.1,1.1,0.3,0.06,0.02,0.07,0.06,0.07
Wolverhampton Wanderers,Jonny Castro,ESP,DF,25,20,19,1667,1,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,1,1,0.8,0.06,0.04,0.1,0.06,0.1
Wolverhampton Wanderers,Rúben Neves,POR,MF,22,21,18,1596,2,1,0,0,4,0,0.11,0.06,0.17,0.11,0.17,0.9,0.9,1.1,0.05,0.06,0.11,0.05,0.11
Wolverhampton Wanderers,Adama Traoré,ESP,"FW,MF",23,20,17,1583,4,4,0,0,0,0,0.23,0.23,0.45,0.23,0.45,1.9,1.9,4.1,0.11,0.23,0.34,0.11,0.34
Wolverhampton Wanderers,Matt Doherty,IRL,DF,27,19,16,1430,3,0,0,0,1,0,0.19,0,0.19,0.19,0.19,3.4,3.4,0.4,0.22,0.02,0.24,0.22,0.24
Wolverhampton Wanderers,Diogo Jota,POR,MF,22,19,16,1395,3,0,0,0,3,0,0.19,0,0.19,0.19,0.19,5.4,5.4,1.9,0.35,0.12,0.47,0.35,0.47
Wolverhampton Wanderers,Romain Saïss,MAR,DF,29,17,15,1265,2,0,0,0,9,1,0.14,0,0.14,0.14,0.14,1.7,1.7,0.5,0.12,0.03,0.16,0.12,0.16
Wolverhampton Wanderers,Willy Boly,FRA,DF,28,8,8,719,0,1,0,0,2,1,0,0.13,0.13,0,0.13,0,0,0.3,0,0.04,0.04,0,0.04
Wolverhampton Wanderers,Ryan Bennett,ENG,DF,29,11,7,604,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02
Wolverhampton Wanderers,Pedro Neto,POR,FW,19,14,3,353,1,2,0,0,2,0,0.25,0.51,0.76,0.25,0.76,0.6,0.6,1.7,0.14,0.43,0.57,0.14,0.57
Wolverhampton Wanderers,Rúben Vinagre,POR,DF,20,9,3,333,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.5,0.06,0.14,0.19,0.06,0.19
Wolverhampton Wanderers,Patrick Cutrone,ITA,FW,21,12,3,292,2,0,0,0,0,0,0.62,0,0.62,0.62,0.62,2.3,2.3,0,0.71,0.01,0.73,0.71,0.73
Wolverhampton Wanderers,Max Kilman,ENG,DF,22,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverhampton Wanderers,Jesús Vallejo,ESP,DF,22,2,1,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverhampton Wanderers,Morgan Gibbs-White,ENG,MF,19,3,1,120,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13
Wolverhampton Wanderers,Bernard Ashley-Seal,ENG,FW,20,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Oskar Buur,DEN,DF,21,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Luke Cundle,ENG,MF,,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Owen Otasowie,ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,Taylor Perry,ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,
Wolverhampton Wanderers,John Ruddy,ENG,GK,32,0,0,,,,,,,,,,,,,,,,,,,,
